SKU,Product Code,Product Name,Product description,Quantity On Hand ,Value
PK2071,Bori,Khalli walli,Altaf bhai ki signature bori,56,58
PK5335,Bori,Khalli walli,Altaf bhai ki signature bori,24,67
PK4588,Bori,Khalli walli,Altaf bhai ki signature bori,54,21
PK5420,Bori,Khalli walli,Altaf bhai ki signature bori,27,64
PK4467,Bori,Khalli walli,Altaf bhai ki signature bori,36,55
PK4099,Bori,Khalli walli,Altaf bhai ki signature bori,25,53
PK4439,Bori,Khalli walli,Altaf bhai ki signature bori,52,54
PK1135,Bori,Khalli walli,Altaf bhai ki signature bori,22,25
PK3457,Bori,Khalli walli,Altaf bhai ki signature bori,51,22
PK5396,Bori,Khalli walli,Altaf bhai ki signature bori,36,67
PK1780,Bori,Khalli walli,Altaf bhai ki signature bori,59,64
PK2101,Bori,Khalli walli,Altaf bhai ki signature bori,60,74
PK2414,Bori,Khalli walli,Altaf bhai ki signature bori,38,94
PK3230,Bori,Khalli walli,Altaf bhai ki signature bori,31,89
PK4227,Bori,Khalli walli,Altaf bhai ki signature bori,34,44
PK4791,Bori,Khalli walli,Altaf bhai ki signature bori,51,53
PK1330,Bori,Khalli walli,Altaf bhai ki signature bori,49,56
PK1400,Bori,Khalli walli,Altaf bhai ki signature bori,29,72
PK1673,Bori,Khalli walli,Altaf bhai ki signature bori,23,86
PK2368,Bori,Khalli walli,Altaf bhai ki signature bori,55,80
PK3121,Bori,Khalli walli,Altaf bhai ki signature bori,32,22
PK3561,Bori,Khalli walli,Altaf bhai ki signature bori,43,97
PK4322,Bori,Khalli walli,Altaf bhai ki signature bori,60,71
PK2046,Bori,Khalli walli,Altaf bhai ki signature bori,56,92
PK3999,Bori,Khalli walli,Altaf bhai ki signature bori,56,30
PK2064,Bori,Khalli walli,Altaf bhai ki signature bori,54,46
PK4258,Bori,Khalli walli,Altaf bhai ki signature bori,48,93
PK2131,Bori,Khalli walli,Altaf bhai ki signature bori,30,26
PK2204,Bori,Khalli walli,Altaf bhai ki signature bori,48,22
PK1507,Bori,Khalli walli,Altaf bhai ki signature bori,37,93
PK3526,Bori,Khalli walli,Altaf bhai ki signature bori,49,79
PK4137,Bori,Khalli walli,Altaf bhai ki signature bori,53,99
PK3237,Bori,Khalli walli,Altaf bhai ki signature bori,59,95
PK4847,Bori,Khalli walli,Altaf bhai ki signature bori,29,37
PK4897,Bori,Khalli walli,Altaf bhai ki signature bori,35,84
PK1902,Bori,Khalli walli,Altaf bhai ki signature bori,40,50
PK3610,Bori,Khalli walli,Altaf bhai ki signature bori,30,76
PK4072,Bori,Khalli walli,Altaf bhai ki signature bori,34,21
PK5372,Bori,Khalli walli,Altaf bhai ki signature bori,57,29
PK2840,Bori,Khalli walli,Altaf bhai ki signature bori,37,20
PK2423,Bori,Khalli walli,Altaf bhai ki signature bori,51,45
PK3170,Bori,Khalli walli,Altaf bhai ki signature bori,42,85
PK1491,Bori,Khalli walli,Altaf bhai ki signature bori,31,96
PK1969,Bori,Khalli walli,Altaf bhai ki signature bori,27,84
PK4628,Bori,Khalli walli,Altaf bhai ki signature bori,51,68
PK3955,Bori,Khalli walli,Altaf bhai ki signature bori,31,53
PK4555,Bori,Khalli walli,Altaf bhai ki signature bori,60,74
PK3575,Bori,Khalli walli,Altaf bhai ki signature bori,30,30
PK1636,Bori,Khalli walli,Altaf bhai ki signature bori,56,27
PK3130,Bori,Khalli walli,Altaf bhai ki signature bori,54,20
PK3859,Bori,Khalli walli,Altaf bhai ki signature bori,43,66
PK4221,Bori,Khalli walli,Altaf bhai ki signature bori,25,23
PK2588,Bori,Khalli walli,Altaf bhai ki signature bori,46,91
PK3606,Bori,Khalli walli,Altaf bhai ki signature bori,30,64
PK3956,Bori,Khalli walli,Altaf bhai ki signature bori,33,27
PK4779,Bori,Khalli walli,Altaf bhai ki signature bori,43,34
PK4497,Bori,Khalli walli,Altaf bhai ki signature bori,60,63
PK3219,Bori,Khalli walli,Altaf bhai ki signature bori,48,88
PK2228,Bori,Khalli walli,Altaf bhai ki signature bori,38,89
PK3110,Bori,Khalli walli,Altaf bhai ki signature bori,53,79
PK2800,Bori,Khalli walli,Altaf bhai ki signature bori,35,53
PK1806,Bori,Khalli walli,Altaf bhai ki signature bori,48,29
PK4086,Bori,Khalli walli,Altaf bhai ki signature bori,20,38
PK5083,Bori,Khalli walli,Altaf bhai ki signature bori,29,57
PK2538,Bori,Khalli walli,Altaf bhai ki signature bori,28,20
PK2297,Bori,Khalli walli,Altaf bhai ki signature bori,27,42
PK3471,Bori,Khalli walli,Altaf bhai ki signature bori,56,41
PK4635,Bori,Khalli walli,Altaf bhai ki signature bori,54,85
PK5094,Bori,Khalli walli,Altaf bhai ki signature bori,59,65
PK4255,Bori,Khalli walli,Altaf bhai ki signature bori,39,80
PK4340,Bori,Khalli walli,Altaf bhai ki signature bori,50,67
PK3272,Bori,Khalli walli,Altaf bhai ki signature bori,45,33
PK3415,Bori,Khalli walli,Altaf bhai ki signature bori,35,77
PK3483,Bori,Khalli walli,Altaf bhai ki signature bori,47,86
PK4937,Bori,Khalli walli,Altaf bhai ki signature bori,27,98
PK2492,Bori,Khalli walli,Altaf bhai ki signature bori,23,79
PK2337,Bori,Khalli walli,Altaf bhai ki signature bori,54,71
PK4184,Bori,Khalli walli,Altaf bhai ki signature bori,28,64
PK4568,Bori,Khalli walli,Altaf bhai ki signature bori,45,49
PK3263,Bori,Khalli walli,Altaf bhai ki signature bori,60,87
PK3705,Bori,Khalli walli,Altaf bhai ki signature bori,20,77
PK1581,Bori,Khalli walli,Altaf bhai ki signature bori,32,25
PK5345,Bori,Khalli walli,Altaf bhai ki signature bori,54,25
PK3345,Bori,Khalli walli,Altaf bhai ki signature bori,50,77
PK4169,Bori,Khalli walli,Altaf bhai ki signature bori,46,35
PK4403,Bori,Khalli walli,Altaf bhai ki signature bori,53,87
PK2226,Bori,Khalli walli,Altaf bhai ki signature bori,31,75
PK2760,Bori,Khalli walli,Altaf bhai ki signature bori,24,62
PK5114,Bori,Khalli walli,Altaf bhai ki signature bori,60,84
PK2038,Bori,Khalli walli,Altaf bhai ki signature bori,31,57
PK4028,Bori,Khalli walli,Altaf bhai ki signature bori,36,28
PK3363,Bori,Khalli walli,Altaf bhai ki signature bori,37,48
PK5529,Bori,Khalli walli,Altaf bhai ki signature bori,47,37
PK4762,Bori,Khalli walli,Altaf bhai ki signature bori,56,92
PK5010,Bori,Khalli walli,Altaf bhai ki signature bori,44,99
PK2951,Bori,Khalli walli,Altaf bhai ki signature bori,28,68
PK5531,Bori,Khalli walli,Altaf bhai ki signature bori,50,93
PK1361,Bori,Khalli walli,Altaf bhai ki signature bori,51,64
PK3548,Bori,Khalli walli,Altaf bhai ki signature bori,38,80
PK2902,Bori,Khalli walli,Altaf bhai ki signature bori,23,83
PK5394,Bori,Khalli walli,Altaf bhai ki signature bori,22,93
PK1867,Bori,Khalli walli,Altaf bhai ki signature bori,47,93
PK4716,Bori,Khalli walli,Altaf bhai ki signature bori,57,85
PK4880,Bori,Khalli walli,Altaf bhai ki signature bori,49,23
PK2571,Bori,Khalli walli,Altaf bhai ki signature bori,25,76
PK2728,Bori,Khalli walli,Altaf bhai ki signature bori,39,36
PK1179,Bori,Khalli walli,Altaf bhai ki signature bori,42,78
PK1969,Bori,Khalli walli,Altaf bhai ki signature bori,54,33
PK1591,Bori,Khalli walli,Altaf bhai ki signature bori,26,35
PK1156,Bori,Khalli walli,Altaf bhai ki signature bori,51,81
PK4325,Bori,Khalli walli,Altaf bhai ki signature bori,23,25
PK1481,Bori,Khalli walli,Altaf bhai ki signature bori,23,55
PK4909,Bori,Khalli walli,Altaf bhai ki signature bori,49,37
PK3200,Bori,Khalli walli,Altaf bhai ki signature bori,43,55
PK2674,Bori,Khalli walli,Altaf bhai ki signature bori,26,72
PK4042,Bori,Khalli walli,Altaf bhai ki signature bori,54,22
PK3888,Bori,Khalli walli,Altaf bhai ki signature bori,31,71
PK3970,Bori,Khalli walli,Altaf bhai ki signature bori,52,44
PK4495,Bori,Khalli walli,Altaf bhai ki signature bori,48,39
PK3199,Bori,Khalli walli,Altaf bhai ki signature bori,48,55
PK3970,Bori,Khalli walli,Altaf bhai ki signature bori,48,83
PK2303,Bori,Khalli walli,Altaf bhai ki signature bori,26,61
PK2860,Bori,Khalli walli,Altaf bhai ki signature bori,49,58
PK2567,Bori,Khalli walli,Altaf bhai ki signature bori,54,21
PK4060,Bori,Khalli walli,Altaf bhai ki signature bori,30,87
PK1788,Bori,Khalli walli,Altaf bhai ki signature bori,48,73
PK2262,Bori,Khalli walli,Altaf bhai ki signature bori,55,59
PK1998,Bori,Khalli walli,Altaf bhai ki signature bori,29,75
PK4989,Bori,Khalli walli,Altaf bhai ki signature bori,36,35
PK5502,Bori,Khalli walli,Altaf bhai ki signature bori,60,82
PK2550,Bori,Khalli walli,Altaf bhai ki signature bori,54,83
PK3414,Bori,Khalli walli,Altaf bhai ki signature bori,55,27
PK5496,Bori,Khalli walli,Altaf bhai ki signature bori,26,78
PK2601,Bori,Khalli walli,Altaf bhai ki signature bori,34,86
PK3006,Bori,Khalli walli,Altaf bhai ki signature bori,42,83
PK3346,Bori,Khalli walli,Altaf bhai ki signature bori,56,69
PK1968,Bori,Khalli walli,Altaf bhai ki signature bori,55,92
PK2913,Bori,Khalli walli,Altaf bhai ki signature bori,40,48
PK2425,Bori,Khalli walli,Altaf bhai ki signature bori,26,23
PK1911,Bori,Khalli walli,Altaf bhai ki signature bori,26,22
PK1538,Bori,Khalli walli,Altaf bhai ki signature bori,54,66
PK1217,Bori,Khalli walli,Altaf bhai ki signature bori,33,86
PK3932,Bori,Khalli walli,Altaf bhai ki signature bori,33,21
PK4056,Bori,Khalli walli,Altaf bhai ki signature bori,27,47
PK4572,Bori,Khalli walli,Altaf bhai ki signature bori,26,29
PK2426,Bori,Khalli walli,Altaf bhai ki signature bori,47,52
PK4215,Bori,Khalli walli,Altaf bhai ki signature bori,30,42
PK3416,Bori,Khalli walli,Altaf bhai ki signature bori,27,84
PK2875,Bori,Khalli walli,Altaf bhai ki signature bori,44,52
PK4743,Bori,Khalli walli,Altaf bhai ki signature bori,45,88
PK5488,Bori,Khalli walli,Altaf bhai ki signature bori,59,25
PK2556,Bori,Khalli walli,Altaf bhai ki signature bori,56,86
PK1266,Bori,Khalli walli,Altaf bhai ki signature bori,27,51
PK2430,Bori,Khalli walli,Altaf bhai ki signature bori,37,73
PK1156,Bori,Khalli walli,Altaf bhai ki signature bori,29,57
PK3346,Bori,Khalli walli,Altaf bhai ki signature bori,49,36
PK2842,Bori,Khalli walli,Altaf bhai ki signature bori,23,57
PK3017,Bori,Khalli walli,Altaf bhai ki signature bori,44,72
PK1657,Bori,Khalli walli,Altaf bhai ki signature bori,31,57
PK1714,Bori,Khalli walli,Altaf bhai ki signature bori,24,96
PK4353,Bori,Khalli walli,Altaf bhai ki signature bori,41,79
PK1115,Bori,Khalli walli,Altaf bhai ki signature bori,44,92
PK3543,Bori,Khalli walli,Altaf bhai ki signature bori,20,68
PK2637,Bori,Khalli walli,Altaf bhai ki signature bori,32,22
PK1506,Bori,Khalli walli,Altaf bhai ki signature bori,54,74
PK4251,Bori,Khalli walli,Altaf bhai ki signature bori,45,83
PK1279,Bori,Khalli walli,Altaf bhai ki signature bori,47,33
PK3308,Bori,Khalli walli,Altaf bhai ki signature bori,53,36
PK2626,Bori,Khalli walli,Altaf bhai ki signature bori,25,69
PK3212,Bori,Khalli walli,Altaf bhai ki signature bori,23,85
PK4457,Bori,Khalli walli,Altaf bhai ki signature bori,42,33
PK3403,Bori,Khalli walli,Altaf bhai ki signature bori,55,93
PK4356,Bori,Khalli walli,Altaf bhai ki signature bori,21,24
PK4150,Bori,Khalli walli,Altaf bhai ki signature bori,41,48
PK3598,Bori,Khalli walli,Altaf bhai ki signature bori,30,29
PK1503,Bori,Khalli walli,Altaf bhai ki signature bori,43,47
PK2424,Bori,Khalli walli,Altaf bhai ki signature bori,48,93
PK2555,Bori,Khalli walli,Altaf bhai ki signature bori,22,25
PK1291,Bori,Khalli walli,Altaf bhai ki signature bori,32,27
PK2180,Bori,Khalli walli,Altaf bhai ki signature bori,21,88
PK4859,Bori,Khalli walli,Altaf bhai ki signature bori,44,57
PK5432,Bori,Khalli walli,Altaf bhai ki signature bori,43,92
PK4928,Bori,Khalli walli,Altaf bhai ki signature bori,22,79
PK5339,Bori,Khalli walli,Altaf bhai ki signature bori,27,53
PK4945,Bori,Khalli walli,Altaf bhai ki signature bori,34,51
PK5516,Bori,Khalli walli,Altaf bhai ki signature bori,48,67
PK1412,Bori,Khalli walli,Altaf bhai ki signature bori,41,92
PK1396,Bori,Khalli walli,Altaf bhai ki signature bori,32,71
PK2817,Bori,Khalli walli,Altaf bhai ki signature bori,52,79
PK1516,Bori,Khalli walli,Altaf bhai ki signature bori,22,30
PK1785,Bori,Khalli walli,Altaf bhai ki signature bori,52,70
PK2920,Bori,Khalli walli,Altaf bhai ki signature bori,29,85
PK5113,Bori,Khalli walli,Altaf bhai ki signature bori,52,87
PK1200,Bori,Khalli walli,Altaf bhai ki signature bori,54,26
PK4117,Bori,Khalli walli,Altaf bhai ki signature bori,42,30
PK3867,Bori,Khalli walli,Altaf bhai ki signature bori,51,48
PK4783,Bori,Khalli walli,Altaf bhai ki signature bori,37,27
PK3527,Bori,Khalli walli,Altaf bhai ki signature bori,36,52
PK3231,Bori,Khalli walli,Altaf bhai ki signature bori,51,25
PK3693,Bori,Khalli walli,Altaf bhai ki signature bori,55,79
PK2536,Bori,Khalli walli,Altaf bhai ki signature bori,54,72
PK2590,Bori,Khalli walli,Altaf bhai ki signature bori,43,84
PK3621,Bori,Khalli walli,Altaf bhai ki signature bori,44,28
PK3901,Bori,Khalli walli,Altaf bhai ki signature bori,30,49
PK5506,Bori,Khalli walli,Altaf bhai ki signature bori,51,84
PK2098,Bori,Khalli walli,Altaf bhai ki signature bori,53,49
PK3654,Bori,Khalli walli,Altaf bhai ki signature bori,44,34
PK3153,Bori,Khalli walli,Altaf bhai ki signature bori,48,23
PK5266,Bori,Khalli walli,Altaf bhai ki signature bori,53,89
PK5306,Bori,Khalli walli,Altaf bhai ki signature bori,23,38
PK1790,Bori,Khalli walli,Altaf bhai ki signature bori,29,40
PK4131,Bori,Khalli walli,Altaf bhai ki signature bori,26,60
PK1564,Bori,Khalli walli,Altaf bhai ki signature bori,38,33
PK2332,Bori,Khalli walli,Altaf bhai ki signature bori,47,79
PK1869,Bori,Khalli walli,Altaf bhai ki signature bori,45,71
PK4796,Bori,Khalli walli,Altaf bhai ki signature bori,27,41
PK5506,Bori,Khalli walli,Altaf bhai ki signature bori,40,40
PK4033,Bori,Khalli walli,Altaf bhai ki signature bori,39,98
PK1831,Bori,Khalli walli,Altaf bhai ki signature bori,25,84
PK4217,Bori,Khalli walli,Altaf bhai ki signature bori,40,21
PK2598,Bori,Khalli walli,Altaf bhai ki signature bori,21,68
PK5529,Bori,Khalli walli,Altaf bhai ki signature bori,55,69
PK1847,Bori,Khalli walli,Altaf bhai ki signature bori,59,77
PK2555,Bori,Khalli walli,Altaf bhai ki signature bori,45,93
PK1545,Bori,Khalli walli,Altaf bhai ki signature bori,22,82
PK1837,Bori,Khalli walli,Altaf bhai ki signature bori,58,50
PK4693,Bori,Khalli walli,Altaf bhai ki signature bori,54,26
PK1743,Bori,Khalli walli,Altaf bhai ki signature bori,33,46
PK1230,Bori,Khalli walli,Altaf bhai ki signature bori,30,40
PK1557,Bori,Khalli walli,Altaf bhai ki signature bori,49,79
PK5278,Bori,Khalli walli,Altaf bhai ki signature bori,22,56
PK4828,Bori,Khalli walli,Altaf bhai ki signature bori,54,29
PK2607,Bori,Khalli walli,Altaf bhai ki signature bori,37,76
PK2555,Bori,Khalli walli,Altaf bhai ki signature bori,48,64
PK3746,Bori,Khalli walli,Altaf bhai ki signature bori,36,28
PK2158,Bori,Khalli walli,Altaf bhai ki signature bori,24,34
PK5531,Bori,Khalli walli,Altaf bhai ki signature bori,29,70
PK1808,Bori,Khalli walli,Altaf bhai ki signature bori,29,54
PK3016,Bori,Khalli walli,Altaf bhai ki signature bori,38,30
PK2406,Bori,Khalli walli,Altaf bhai ki signature bori,45,80
PK1633,Bori,Khalli walli,Altaf bhai ki signature bori,42,21
PK2948,Bori,Khalli walli,Altaf bhai ki signature bori,49,79
PK3668,Bori,Khalli walli,Altaf bhai ki signature bori,25,60
PK2435,Bori,Khalli walli,Altaf bhai ki signature bori,39,64
PK1914,Bori,Khalli walli,Altaf bhai ki signature bori,48,87
PK2814,Bori,Khalli walli,Altaf bhai ki signature bori,37,40
PK4892,Bori,Khalli walli,Altaf bhai ki signature bori,56,48
PK4599,Bori,Khalli walli,Altaf bhai ki signature bori,22,81
PK4258,Bori,Khalli walli,Altaf bhai ki signature bori,37,21
PK4412,Bori,Khalli walli,Altaf bhai ki signature bori,33,25
PK2699,Bori,Khalli walli,Altaf bhai ki signature bori,60,67
PK4721,Bori,Khalli walli,Altaf bhai ki signature bori,48,77
PK5128,Bori,Khalli walli,Altaf bhai ki signature bori,45,39
PK5481,Bori,Khalli walli,Altaf bhai ki signature bori,38,70
PK1283,Bori,Khalli walli,Altaf bhai ki signature bori,47,87
PK4914,Bori,Khalli walli,Altaf bhai ki signature bori,40,27
PK5325,Bori,Khalli walli,Altaf bhai ki signature bori,22,98
PK4000,Bori,Khalli walli,Altaf bhai ki signature bori,47,61
PK3240,Bori,Khalli walli,Altaf bhai ki signature bori,50,81
PK1131,Bori,Khalli walli,Altaf bhai ki signature bori,44,63
PK4594,Bori,Khalli walli,Altaf bhai ki signature bori,22,72
PK2957,Bori,Khalli walli,Altaf bhai ki signature bori,51,72
PK4258,Bori,Khalli walli,Altaf bhai ki signature bori,33,23
PK5201,Bori,Khalli walli,Altaf bhai ki signature bori,36,69
PK3428,Bori,Khalli walli,Altaf bhai ki signature bori,51,96
PK3067,Bori,Khalli walli,Altaf bhai ki signature bori,59,59
PK1784,Bori,Khalli walli,Altaf bhai ki signature bori,58,72
PK3632,Bori,Khalli walli,Altaf bhai ki signature bori,38,55
PK2594,Bori,Khalli walli,Altaf bhai ki signature bori,36,99
PK4349,Bori,Khalli walli,Altaf bhai ki signature bori,51,64
PK2020,Bori,Khalli walli,Altaf bhai ki signature bori,23,29
PK4990,Bori,Khalli walli,Altaf bhai ki signature bori,60,94
PK3953,Bori,Khalli walli,Altaf bhai ki signature bori,52,83
PK2334,Bori,Khalli walli,Altaf bhai ki signature bori,23,69
PK2769,Bori,Khalli walli,Altaf bhai ki signature bori,42,57
PK3177,Bori,Khalli walli,Altaf bhai ki signature bori,27,75
PK3852,Bori,Khalli walli,Altaf bhai ki signature bori,43,24
PK3574,Bori,Khalli walli,Altaf bhai ki signature bori,60,60
PK5536,Bori,Khalli walli,Altaf bhai ki signature bori,32,72
PK3300,Bori,Khalli walli,Altaf bhai ki signature bori,44,93
PK5232,Bori,Khalli walli,Altaf bhai ki signature bori,24,66
PK4731,Bori,Khalli walli,Altaf bhai ki signature bori,43,36
PK2353,Bori,Khalli walli,Altaf bhai ki signature bori,56,84
PK1118,Bori,Khalli walli,Altaf bhai ki signature bori,27,99
PK5164,Bori,Khalli walli,Altaf bhai ki signature bori,51,64
PK2723,Bori,Khalli walli,Altaf bhai ki signature bori,38,94
PK4807,Bori,Khalli walli,Altaf bhai ki signature bori,60,72
PK1176,Bori,Khalli walli,Altaf bhai ki signature bori,32,29
PK3774,Bori,Khalli walli,Altaf bhai ki signature bori,50,71
PK3403,Bori,Khalli walli,Altaf bhai ki signature bori,60,22
PK1749,Bori,Khalli walli,Altaf bhai ki signature bori,40,51
PK3907,Bori,Khalli walli,Altaf bhai ki signature bori,35,26
PK1766,Bori,Khalli walli,Altaf bhai ki signature bori,36,71
PK1114,Bori,Khalli walli,Altaf bhai ki signature bori,60,71
PK3448,Bori,Khalli walli,Altaf bhai ki signature bori,43,99
PK2998,Bori,Khalli walli,Altaf bhai ki signature bori,56,43
PK2230,Bori,Khalli walli,Altaf bhai ki signature bori,49,94
PK1801,Bori,Khalli walli,Altaf bhai ki signature bori,59,69
PK4523,Bori,Khalli walli,Altaf bhai ki signature bori,46,84
PK2046,Bori,Khalli walli,Altaf bhai ki signature bori,30,22
PK4203,Bori,Khalli walli,Altaf bhai ki signature bori,33,56
PK4502,Bori,Khalli walli,Altaf bhai ki signature bori,35,59
PK1480,Bori,Khalli walli,Altaf bhai ki signature bori,28,68
PK5155,Bori,Khalli walli,Altaf bhai ki signature bori,49,21
PK4920,Bori,Khalli walli,Altaf bhai ki signature bori,32,85
PK2782,Bori,Khalli walli,Altaf bhai ki signature bori,57,38
PK1264,Bori,Khalli walli,Altaf bhai ki signature bori,53,70
PK3857,Bori,Khalli walli,Altaf bhai ki signature bori,47,25
PK3065,Bori,Khalli walli,Altaf bhai ki signature bori,36,23
PK1885,Bori,Khalli walli,Altaf bhai ki signature bori,40,42
PK4729,Bori,Khalli walli,Altaf bhai ki signature bori,25,34
PK2548,Bori,Khalli walli,Altaf bhai ki signature bori,30,35
PK1528,Bori,Khalli walli,Altaf bhai ki signature bori,48,49
PK4372,Bori,Khalli walli,Altaf bhai ki signature bori,48,74
PK2686,Bori,Khalli walli,Altaf bhai ki signature bori,58,31
PK3132,Bori,Khalli walli,Altaf bhai ki signature bori,50,90
PK5519,Bori,Khalli walli,Altaf bhai ki signature bori,58,66
PK1291,Bori,Khalli walli,Altaf bhai ki signature bori,57,39
PK1490,Bori,Khalli walli,Altaf bhai ki signature bori,53,65
PK2693,Bori,Khalli walli,Altaf bhai ki signature bori,55,74
PK4080,Bori,Khalli walli,Altaf bhai ki signature bori,59,100
PK2698,Bori,Khalli walli,Altaf bhai ki signature bori,40,67
PK4884,Bori,Khalli walli,Altaf bhai ki signature bori,22,43
PK3010,Bori,Khalli walli,Altaf bhai ki signature bori,30,24
PK3550,Bori,Khalli walli,Altaf bhai ki signature bori,54,37
PK1297,Bori,Khalli walli,Altaf bhai ki signature bori,28,100
PK3439,Bori,Khalli walli,Altaf bhai ki signature bori,47,66
PK4231,Bori,Khalli walli,Altaf bhai ki signature bori,48,50
PK2832,Bori,Khalli walli,Altaf bhai ki signature bori,33,53
PK4487,Bori,Khalli walli,Altaf bhai ki signature bori,51,95
PK5435,Bori,Khalli walli,Altaf bhai ki signature bori,23,57
PK2674,Bori,Khalli walli,Altaf bhai ki signature bori,21,40
PK3030,Bori,Khalli walli,Altaf bhai ki signature bori,50,87
PK1783,Bori,Khalli walli,Altaf bhai ki signature bori,41,64
PK5440,Bori,Khalli walli,Altaf bhai ki signature bori,38,43
PK1682,Bori,Khalli walli,Altaf bhai ki signature bori,53,46
PK3355,Bori,Khalli walli,Altaf bhai ki signature bori,35,25
PK3614,Bori,Khalli walli,Altaf bhai ki signature bori,30,84
PK4941,Bori,Khalli walli,Altaf bhai ki signature bori,35,62
PK2209,Bori,Khalli walli,Altaf bhai ki signature bori,60,69
PK2335,Bori,Khalli walli,Altaf bhai ki signature bori,52,74
PK2187,Bori,Khalli walli,Altaf bhai ki signature bori,22,48
PK1594,Bori,Khalli walli,Altaf bhai ki signature bori,46,60
PK1206,Bori,Khalli walli,Altaf bhai ki signature bori,35,66
PK1580,Bori,Khalli walli,Altaf bhai ki signature bori,20,66
PK4096,Bori,Khalli walli,Altaf bhai ki signature bori,54,29
PK1148,Bori,Khalli walli,Altaf bhai ki signature bori,39,26
PK1983,Bori,Khalli walli,Altaf bhai ki signature bori,30,43
PK2828,Bori,Khalli walli,Altaf bhai ki signature bori,27,91
PK4554,Bori,Khalli walli,Altaf bhai ki signature bori,31,54
PK4679,Bori,Khalli walli,Altaf bhai ki signature bori,56,60
PK5345,Bori,Khalli walli,Altaf bhai ki signature bori,57,21
PK4038,Bori,Khalli walli,Altaf bhai ki signature bori,36,61
PK1757,Bori,Khalli walli,Altaf bhai ki signature bori,53,40
PK1949,Bori,Khalli walli,Altaf bhai ki signature bori,43,52
PK4433,Bori,Khalli walli,Altaf bhai ki signature bori,44,86
PK4823,Bori,Khalli walli,Altaf bhai ki signature bori,53,45
PK2696,Bori,Khalli walli,Altaf bhai ki signature bori,25,86
PK5194,Bori,Khalli walli,Altaf bhai ki signature bori,51,38
PK5225,Bori,Khalli walli,Altaf bhai ki signature bori,57,85
PK3987,Bori,Khalli walli,Altaf bhai ki signature bori,41,61
PK4557,Bori,Khalli walli,Altaf bhai ki signature bori,44,78
PK5491,Bori,Khalli walli,Altaf bhai ki signature bori,52,59
PK1245,Bori,Khalli walli,Altaf bhai ki signature bori,47,21
PK4093,Bori,Khalli walli,Altaf bhai ki signature bori,27,37
PK4080,Bori,Khalli walli,Altaf bhai ki signature bori,50,29
PK2202,Bori,Khalli walli,Altaf bhai ki signature bori,32,66
PK3228,Bori,Khalli walli,Altaf bhai ki signature bori,48,53
PK1453,Bori,Khalli walli,Altaf bhai ki signature bori,57,28
PK2348,Bori,Khalli walli,Altaf bhai ki signature bori,53,51
PK1849,Bori,Khalli walli,Altaf bhai ki signature bori,28,36
PK2278,Bori,Khalli walli,Altaf bhai ki signature bori,24,99
PK2564,Bori,Khalli walli,Altaf bhai ki signature bori,48,86
PK1127,Bori,Khalli walli,Altaf bhai ki signature bori,40,54
PK5355,Bori,Khalli walli,Altaf bhai ki signature bori,32,63
PK2406,Bori,Khalli walli,Altaf bhai ki signature bori,33,21
PK2027,Bori,Khalli walli,Altaf bhai ki signature bori,53,82
PK5002,Bori,Khalli walli,Altaf bhai ki signature bori,28,84
PK3975,Bori,Khalli walli,Altaf bhai ki signature bori,35,72
PK4459,Bori,Khalli walli,Altaf bhai ki signature bori,54,92
PK1680,Bori,Khalli walli,Altaf bhai ki signature bori,52,70
PK5271,Bori,Khalli walli,Altaf bhai ki signature bori,43,32
PK1909,Bori,Khalli walli,Altaf bhai ki signature bori,23,97
PK3485,Bori,Khalli walli,Altaf bhai ki signature bori,22,35
PK4401,Bori,Khalli walli,Altaf bhai ki signature bori,58,49
PK4258,Bori,Khalli walli,Altaf bhai ki signature bori,40,63
PK2033,Bori,Khalli walli,Altaf bhai ki signature bori,50,33
PK5292,Bori,Khalli walli,Altaf bhai ki signature bori,34,29
PK2606,Bori,Khalli walli,Altaf bhai ki signature bori,35,86
PK3513,Bori,Khalli walli,Altaf bhai ki signature bori,36,67
PK4345,Bori,Khalli walli,Altaf bhai ki signature bori,52,29
PK5329,Bori,Khalli walli,Altaf bhai ki signature bori,32,56
PK4233,Bori,Khalli walli,Altaf bhai ki signature bori,38,33
PK3531,Bori,Khalli walli,Altaf bhai ki signature bori,43,89
PK1969,Bori,Khalli walli,Altaf bhai ki signature bori,35,70
PK4965,Bori,Khalli walli,Altaf bhai ki signature bori,52,58
PK3883,Bori,Khalli walli,Altaf bhai ki signature bori,60,77
PK4974,Bori,Khalli walli,Altaf bhai ki signature bori,31,68
PK1611,Bori,Khalli walli,Altaf bhai ki signature bori,39,33
PK2999,Bori,Khalli walli,Altaf bhai ki signature bori,32,70
PK3352,Bori,Khalli walli,Altaf bhai ki signature bori,49,52
PK2878,Bori,Khalli walli,Altaf bhai ki signature bori,35,56
PK4466,Bori,Khalli walli,Altaf bhai ki signature bori,39,53
PK3895,Bori,Khalli walli,Altaf bhai ki signature bori,35,64
PK1194,Bori,Khalli walli,Altaf bhai ki signature bori,34,41
PK3230,Bori,Khalli walli,Altaf bhai ki signature bori,56,87
PK3512,Bori,Khalli walli,Altaf bhai ki signature bori,23,90
PK4200,Bori,Khalli walli,Altaf bhai ki signature bori,26,55
PK4528,Bori,Khalli walli,Altaf bhai ki signature bori,59,33
PK4163,Bori,Khalli walli,Altaf bhai ki signature bori,39,34
